index,split,scene_label,filename,image_path,exists,thesis_class
2954,val,harbor,Places365_val_00025188.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00025188.jpg,True,sea
2955,val,harbor,Places365_val_00010102.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00010102.jpg,True,sea
2956,val,harbor,Places365_val_00021067.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00021067.jpg,True,sea
2957,val,harbor,Places365_val_00031704.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00031704.jpg,True,sea
2958,val,harbor,Places365_val_00017486.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00017486.jpg,True,sea
2959,val,harbor,Places365_val_00001743.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00001743.jpg,True,sea
2960,val,harbor,Places365_val_00030782.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00030782.jpg,True,sea
2961,val,harbor,Places365_val_00032352.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00032352.jpg,True,sea
2962,val,harbor,Places365_val_00000967.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00000967.jpg,True,sea
2963,val,harbor,Places365_val_00009673.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00009673.jpg,True,sea
2964,val,harbor,Places365_val_00015524.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00015524.jpg,True,sea
2965,val,harbor,Places365_val_00007552.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00007552.jpg,True,sea
2966,val,harbor,Places365_val_00033728.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00033728.jpg,True,sea
2967,val,harbor,Places365_val_00014877.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00014877.jpg,True,sea
2968,val,harbor,Places365_val_00002134.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00002134.jpg,True,sea
2969,val,harbor,Places365_val_00026088.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00026088.jpg,True,sea
2970,val,harbor,Places365_val_00004053.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00004053.jpg,True,sea
2971,val,harbor,Places365_val_00009547.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00009547.jpg,True,sea
2972,val,harbor,Places365_val_00017750.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00017750.jpg,True,sea
2973,val,harbor,Places365_val_00020050.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00020050.jpg,True,sea
2974,val,harbor,Places365_val_00013983.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00013983.jpg,True,sea
2975,val,harbor,Places365_val_00019660.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00019660.jpg,True,sea
2976,val,harbor,Places365_val_00012645.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00012645.jpg,True,sea
2977,val,harbor,Places365_val_00004154.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00004154.jpg,True,sea
2978,val,harbor,Places365_val_00008230.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00008230.jpg,True,sea
2979,val,harbor,Places365_val_00033348.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00033348.jpg,True,sea
2980,val,harbor,Places365_val_00034364.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00034364.jpg,True,sea
2981,val,harbor,Places365_val_00024110.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00024110.jpg,True,sea
2982,val,harbor,Places365_val_00001776.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00001776.jpg,True,sea
2983,val,harbor,Places365_val_00005894.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00005894.jpg,True,sea
2984,val,harbor,Places365_val_00010672.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00010672.jpg,True,sea
2985,val,harbor,Places365_val_00021706.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00021706.jpg,True,sea
2986,val,harbor,Places365_val_00023006.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00023006.jpg,True,sea
2987,val,harbor,Places365_val_00030755.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00030755.jpg,True,sea
2988,val,harbor,Places365_val_00009987.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00009987.jpg,True,sea
2989,val,harbor,Places365_val_00016965.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00016965.jpg,True,sea
2990,val,harbor,Places365_val_00036157.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00036157.jpg,True,sea
2991,val,harbor,Places365_val_00001783.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00001783.jpg,True,sea
2992,val,harbor,Places365_val_00004393.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00004393.jpg,True,sea
2993,val,harbor,Places365_val_00025954.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00025954.jpg,True,sea
2994,val,harbor,Places365_val_00020850.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00020850.jpg,True,sea
2995,val,harbor,Places365_val_00028215.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00028215.jpg,True,sea
2996,val,harbor,Places365_val_00023157.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00023157.jpg,True,sea
2997,val,harbor,Places365_val_00012315.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00012315.jpg,True,sea
2998,val,harbor,Places365_val_00026637.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00026637.jpg,True,sea
2999,val,harbor,Places365_val_00013618.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00013618.jpg,True,sea
4700,val,bamboo_forest,Places365_val_00003586.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00003586.jpg,True,forest
4701,val,bamboo_forest,Places365_val_00026483.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00026483.jpg,True,forest
4702,val,bamboo_forest,Places365_val_00021888.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00021888.jpg,True,forest
4703,val,bamboo_forest,Places365_val_00008980.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00008980.jpg,True,forest
4704,val,bamboo_forest,Places365_val_00007202.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00007202.jpg,True,forest
4705,val,bamboo_forest,Places365_val_00029074.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00029074.jpg,True,forest
4706,val,bamboo_forest,Places365_val_00018362.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00018362.jpg,True,forest
4707,val,bamboo_forest,Places365_val_00010197.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00010197.jpg,True,forest
4708,val,bamboo_forest,Places365_val_00013996.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00013996.jpg,True,forest
4709,val,bamboo_forest,Places365_val_00007831.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00007831.jpg,True,forest
4710,val,bamboo_forest,Places365_val_00012961.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00012961.jpg,True,forest
4711,val,bamboo_forest,Places365_val_00032409.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00032409.jpg,True,forest
4712,val,bamboo_forest,Places365_val_00013308.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00013308.jpg,True,forest
4713,val,bamboo_forest,Places365_val_00033183.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00033183.jpg,True,forest
4714,val,bamboo_forest,Places365_val_00015266.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00015266.jpg,True,forest
4715,val,bamboo_forest,Places365_val_00023696.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00023696.jpg,True,forest
4716,val,bamboo_forest,Places365_val_00027127.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00027127.jpg,True,forest
4717,val,bamboo_forest,Places365_val_00017255.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00017255.jpg,True,forest
4718,val,bamboo_forest,Places365_val_00023512.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00023512.jpg,True,forest
4719,val,bamboo_forest,Places365_val_00032257.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00032257.jpg,True,forest
4720,val,bamboo_forest,Places365_val_00010907.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00010907.jpg,True,forest
4721,val,bamboo_forest,Places365_val_00016774.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00016774.jpg,True,forest
4722,val,bamboo_forest,Places365_val_00036092.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00036092.jpg,True,forest
4723,val,bamboo_forest,Places365_val_00033579.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00033579.jpg,True,forest
4724,val,bamboo_forest,Places365_val_00023433.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00023433.jpg,True,forest
4725,val,bamboo_forest,Places365_val_00017936.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00017936.jpg,True,forest
4726,val,bamboo_forest,Places365_val_00027633.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00027633.jpg,True,forest
4727,val,bamboo_forest,Places365_val_00014034.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00014034.jpg,True,forest
4728,val,bamboo_forest,Places365_val_00029648.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00029648.jpg,True,forest
4729,val,bamboo_forest,Places365_val_00032547.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00032547.jpg,True,forest
4730,val,bamboo_forest,Places365_val_00019775.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00019775.jpg,True,forest
4731,val,bamboo_forest,Places365_val_00007602.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00007602.jpg,True,forest
4732,val,bamboo_forest,Places365_val_00035342.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00035342.jpg,True,forest
4733,val,bamboo_forest,Places365_val_00004700.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00004700.jpg,True,forest
4734,val,bamboo_forest,Places365_val_00022504.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00022504.jpg,True,forest
4735,val,bamboo_forest,Places365_val_00025287.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00025287.jpg,True,forest
4736,val,bamboo_forest,Places365_val_00023915.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00023915.jpg,True,forest
4737,val,bamboo_forest,Places365_val_00026407.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00026407.jpg,True,forest
4738,val,bamboo_forest,Places365_val_00033615.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00033615.jpg,True,forest
4739,val,bamboo_forest,Places365_val_00030149.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00030149.jpg,True,forest
4740,val,bamboo_forest,Places365_val_00013769.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00013769.jpg,True,forest
4741,val,bamboo_forest,Places365_val_00008544.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00008544.jpg,True,forest
4742,val,bamboo_forest,Places365_val_00035996.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00035996.jpg,True,forest
4743,val,bamboo_forest,Places365_val_00024868.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00024868.jpg,True,forest
4744,val,bamboo_forest,Places365_val_00013201.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00013201.jpg,True,forest
4745,val,bamboo_forest,Places365_val_00018646.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00018646.jpg,True,forest
4746,val,bamboo_forest,Places365_val_00001447.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00001447.jpg,True,forest
4747,val,bamboo_forest,Places365_val_00013203.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00013203.jpg,True,forest
4748,val,bamboo_forest,Places365_val_00006107.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00006107.jpg,True,forest
4749,val,bamboo_forest,Places365_val_00023171.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00023171.jpg,True,forest
4750,val,bamboo_forest,Places365_val_00001349.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00001349.jpg,True,forest
4751,val,bamboo_forest,Places365_val_00021180.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00021180.jpg,True,forest
4752,val,bamboo_forest,Places365_val_00003039.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00003039.jpg,True,forest
4753,val,bamboo_forest,Places365_val_00006336.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00006336.jpg,True,forest
4754,val,bamboo_forest,Places365_val_00024663.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00024663.jpg,True,forest
4755,val,bamboo_forest,Places365_val_00033042.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00033042.jpg,True,forest
4756,val,bamboo_forest,Places365_val_00004276.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00004276.jpg,True,forest
4757,val,bamboo_forest,Places365_val_00022585.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00022585.jpg,True,forest
4758,val,bamboo_forest,Places365_val_00030403.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00030403.jpg,True,forest
4759,val,bamboo_forest,Places365_val_00008262.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00008262.jpg,True,forest
4760,val,bamboo_forest,Places365_val_00033773.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00033773.jpg,True,forest
4761,val,bamboo_forest,Places365_val_00011509.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00011509.jpg,True,forest
4762,val,bamboo_forest,Places365_val_00019881.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00019881.jpg,True,forest
4763,val,bamboo_forest,Places365_val_00005847.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00005847.jpg,True,forest
4764,val,bamboo_forest,Places365_val_00027865.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00027865.jpg,True,forest
4765,val,bamboo_forest,Places365_val_00009203.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00009203.jpg,True,forest
4766,val,bamboo_forest,Places365_val_00009370.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00009370.jpg,True,forest
4767,val,bamboo_forest,Places365_val_00006298.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00006298.jpg,True,forest
4768,val,bamboo_forest,Places365_val_00009200.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00009200.jpg,True,forest
4769,val,bamboo_forest,Places365_val_00030628.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00030628.jpg,True,forest
4770,val,bamboo_forest,Places365_val_00004455.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00004455.jpg,True,forest
4771,val,bamboo_forest,Places365_val_00017587.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00017587.jpg,True,forest
4772,val,bamboo_forest,Places365_val_00001467.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00001467.jpg,True,forest
4773,val,bamboo_forest,Places365_val_00028929.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00028929.jpg,True,forest
4774,val,bamboo_forest,Places365_val_00012671.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00012671.jpg,True,forest
4775,val,bamboo_forest,Places365_val_00009251.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00009251.jpg,True,forest
4776,val,bamboo_forest,Places365_val_00031427.jpg,/Users/aidahamzic/PycharmProjects/CNN/data/raw/places365/val_256/Places365_val_00031427.jpg,True,forest
